CargaID,TipoCarga,PesoCarga,Comprimento,Largura,Altura,DataEntregaPrevista
7809,Perigoso,4058.59,8.89,0.84,1.6,2023-01-04
7810,Sólido,9843.67,12.3,2.76,1.29,2020-08-15
7811,Frágil,9171.42,8.86,2.96,2.66,2023-05-23
7812,Perigoso,2650.44,14.15,0.55,0.92,2020-12-13
7813,Frágil,7122.19,14.2,2.4,2.45,2021-05-16
7814,Frágil,4007.9,4.46,2.47,3.48,2021-05-04
7815,Líquido,6005.23,9.78,2.62,3.17,2021-08-11
7816,Perigoso,5389.92,1.16,2.84,1.8,2023-10-10
7817,Líquido,3543.58,12.08,2.65,1.89,2020-11-20
7818,Líquido,1584.79,12.56,1.04,1.06,2020-09-11
7819,Perigoso,2051.77,11.25,1.11,2.89,2021-11-12
7820,Perigoso,2620.16,10.76,1.94,3.64,2025-02-19
7821,Granel,8579.29,6.01,2.74,1.57,2021-09-16
7822,Sólido,3501.75,9.35,2.75,2.71,2023-02-02
7823,Granel,8778.45,9.51,0.68,0.96,2021-09-24
7824,Líquido,3337.34,3.28,2.69,3.38,2024-08-01
7825,Perecível,9278.75,13.06,0.51,3.51,2022-02-09
7826,Líquido,7718.46,0.87,2.33,1.55,2022-08-19
7827,Sólido,1153.73,2.32,2.6,0.58,2022-08-28
7828,Frágil,2627.38,2.95,1.06,1.59,2021-06-03
7829,Frágil,738.87,8.52,2.08,1.38,2023-07-22
7830,Perigoso,5800.44,9.17,1.88,1.64,2021-02-01
7831,Líquido,6595.12,14.56,0.63,3.1,2022-07-12
7832,Perecível,5632.77,8.84,2.44,2.1,2024-02-17
7833,Granel,5559.1,3.63,2.36,1.68,2020-08-20
7834,Granel,1187.64,8.74,1.51,1.4,2021-10-15
7835,Granel,1664.24,8.03,1.44,3.75,2022-11-05
7836,Frágil,2627.26,7.34,1.09,2.76,2023-03-26
7837,Sólido,5043.09,3.06,2.85,1.02,2020-09-04
7838,Líquido,32.87,10.06,1.3,3.83,2020-12-05
7839,Perecível,6500.48,3.42,1.38,3.03,2025-03-22
7840,Perecível,5476.65,7.87,0.52,3.88,2024-03-14
7841,Granel,9939.35,1.05,1.19,3.22,2022-01-14
7842,Sólido,5062.16,5.18,1.64,1.97,2020-11-20
7843,Perecível,4614.46,13.06,2.68,2.03,2022-09-20
7844,Frágil,2286.21,11.3,1.93,2.34,2023-06-29
7845,Granel,4749.76,11.95,1.73,3.98,2022-09-06
7846,Perecível,4663.54,12.75,0.69,3.04,2024-06-08
7847,Granel,7813.18,3.84,2.71,1.89,2020-06-08
7848,Granel,4618.94,11.03,0.86,3.35,2022-05-24
7849,Perecível,8837.35,3.83,0.66,3.03,2022-06-01
7850,Frágil,8429.22,14.85,0.57,2.47,2020-08-10
7851,Frágil,4507.21,1.51,2.3,3.21,2024-08-31
7852,Perecível,6847.13,11.75,2.21,0.72,2021-06-16
7853,Frágil,9478.35,13.35,2.26,1.07,2024-02-13
7854,Sólido,9119.59,3.11,1.88,2.89,2024-06-19
7855,Sólido,9616.14,1.81,1.83,2.97,2021-07-01
7856,Frágil,8556.14,7.74,1.04,1.7,2022-04-07
7857,Líquido,381.56,12.39,2.69,3.03,2020-09-02
7858,Líquido,5862.82,8.43,1.1,3.98,2024-11-16
7859,Perecível,5468.26,12.72,1.61,3.38,2025-04-19
7860,Frágil,4735.41,11.68,2.61,3.44,2022-09-03
7861,Frágil,9428.92,10.85,0.8,2.05,2023-02-17
7862,Sólido,44.14,3.32,2.7,1.53,2020-11-28
7863,Frágil,6099.23,8.55,1.24,0.57,2024-11-25
7864,Perecível,6650.26,13.57,2.52,2.25,2025-05-16
7865,Granel,1230.38,6.95,1.11,2.78,2022-05-25
7866,Granel,1027.68,2.07,0.85,0.78,2020-10-17
7867,Granel,6187.33,9.98,1.04,1.39,2020-06-26
7868,Frágil,1875.75,2.37,0.52,3.52,2021-12-25
7869,Perigoso,1128.63,2.87,2.14,3.63,2022-06-18
7870,Granel,1738.97,13.85,2.7,1.66,2024-07-21
7871,Sólido,442.55,4.22,2.81,3.47,2021-12-04
7872,Granel,6843.62,1.85,2.33,2.76,2021-12-25
7873,Frágil,3594.11,7.29,0.54,2.88,2024-08-08
7874,Frágil,3674.18,9.51,1.9,0.5,2022-12-23
7875,Perigoso,3547.85,12.95,2.97,0.74,2023-04-09
7876,Perecível,2860.87,9.53,1.55,2.99,2022-11-17
7877,Sólido,4538.63,4.08,1.84,0.56,2024-07-30
7878,Sólido,3370.45,8.04,1.93,1.56,2022-12-28
7879,Perigoso,1777.38,10.47,1.33,2.3,2024-06-20
7880,Granel,2687.73,13.45,1.37,3.69,2021-03-09
7881,Frágil,8380.17,14.68,2.46,1.98,2021-09-30
7882,Sólido,951.22,10.47,2.48,2.76,2021-12-14
7883,Perecível,7809.47,13.61,0.7,1.16,2021-11-02
7884,Líquido,2450.19,7.92,2.61,3.79,2022-05-31
7885,Granel,2547.93,13.73,1.07,1.7,2024-05-06
7886,Perecível,7481.03,6.78,0.67,3.35,2025-05-09
7887,Perigoso,3762.96,3.88,2.65,2.31,2024-11-08
7888,Sólido,5574.09,13.75,2.12,1.23,2022-02-22
7889,Sólido,1671.79,10.93,1.69,1.56,2022-05-26
7890,Perecível,1205.87,13.1,2.43,3.33,2021-08-31
7891,Líquido,8669.88,1.74,1.51,2.64,2024-01-17
7892,Granel,2335.58,3.82,1.38,2.57,2020-11-13
7893,Frágil,2177.77,7.06,1.41,3.57,2024-01-15
7894,Perecível,5764.38,11.77,2.64,0.59,2023-06-05
7895,Sólido,5865.39,3.13,1.59,1.69,2025-02-07
7896,Granel,1946.26,4.16,1.3,0.79,2021-12-30
7897,Frágil,3754.01,13.26,2.45,3.03,2025-06-06
7898,Perigoso,1827.79,3.18,2.7,1.73,2021-01-11
7899,Frágil,6758.94,5.4,0.84,2.73,2023-05-26
7900,Frágil,9611.52,12.51,1.29,1.67,2020-12-21
7901,Perigoso,6427.16,14.19,2.8,3.23,2023-05-28
7902,Perigoso,9070.79,13.89,2.96,1.54,2023-04-30
7903,Perigoso,6278.56,14.51,1.91,1.01,2023-05-24
7904,Perigoso,6603.08,4.07,1.36,0.71,2024-03-14
7905,Sólido,1942.69,9.66,2.81,3.37,2021-08-21
7906,Granel,5109.9,11.95,0.68,1.67,2024-05-26
7907,Frágil,3216.37,9.5,0.93,3.02,2024-04-23
7908,Frágil,2216.79,1.16,2.4,1.84,2021-08-23
7909,Frágil,9362.9,12.0,1.94,3.74,2023-02-18
7910,Frágil,1449.44,9.82,0.75,1.03,2023-02-27
7911,Perigoso,7358.98,8.43,0.61,3.69,2020-08-10
7912,Perecível,1686.91,5.88,2.18,0.86,2022-10-18
7913,Granel,7669.16,6.29,1.36,3.87,2023-08-12
7914,Granel,3437.51,2.94,0.99,0.8,2021-09-06
7915,Líquido,502.86,6.42,2.83,0.84,2023-01-09
7916,Frágil,5843.7,2.23,2.79,1.93,2022-12-25
7917,Perigoso,3528.19,4.45,1.41,1.9,2024-01-19
7918,Líquido,9232.94,4.28,2.4,2.11,2020-08-11
7919,Sólido,6453.49,0.64,2.15,2.24,2023-06-30
7920,Frágil,2243.22,3.29,1.19,1.07,2020-12-03
7921,Perecível,8002.42,4.45,1.07,3.3,2022-06-22
7922,Granel,4023.36,6.04,1.86,1.7,2024-10-06
7923,Frágil,3949.11,1.17,2.88,3.41,2021-04-01
7924,Perigoso,9594.4,2.39,2.62,3.79,2024-12-02
7925,Granel,5695.67,1.73,0.64,1.36,2025-02-11
7926,Granel,4368.25,6.93,2.01,1.13,2024-11-30
7927,Perecível,5249.11,4.95,0.8,2.07,2023-02-07
7928,Líquido,9362.44,8.04,1.67,2.99,2022-08-04
7929,Granel,4076.61,3.28,1.22,2.02,2020-10-14
7930,Perigoso,2176.23,12.59,1.16,0.85,2024-04-29
7931,Frágil,7606.39,1.61,2.07,2.96,2022-02-05
7932,Líquido,6274.96,12.42,1.07,3.5,2023-01-15
7933,Perecível,4706.65,13.33,1.29,3.59,2023-05-14
7934,Sólido,154.34,3.27,2.19,1.11,2022-08-18
7935,Sólido,1820.84,2.45,1.37,2.79,2023-04-02
7936,Perigoso,5122.98,6.03,2.84,0.87,2022-08-10
7937,Frágil,7143.4,11.11,1.96,1.89,2024-10-09
7938,Perecível,9886.96,1.93,1.01,3.54,2023-02-08
7939,Frágil,1465.02,6.67,2.63,1.95,2022-11-11
7940,Frágil,3889.26,0.58,1.51,3.45,2022-02-01
7941,Granel,2462.1,11.21,0.79,1.68,2022-04-13
7942,Líquido,204.36,7.44,1.04,3.86,2022-01-02
7943,Perigoso,4980.85,10.73,2.58,3.13,2022-12-19
7944,Sólido,1683.02,10.86,2.94,1.19,2023-01-03
7945,Perigoso,7703.04,11.96,2.3,3.82,2025-04-08
7946,Líquido,6976.85,10.75,1.16,1.05,2021-05-18
7947,Frágil,2006.83,10.18,2.13,3.27,2022-10-16
7948,Perecível,7957.52,12.29,1.21,1.55,2023-12-31
7949,Sólido,7094.0,3.82,2.07,3.53,2023-12-01
7950,Granel,3232.8,8.66,2.32,3.48,2024-07-31
7951,Líquido,9398.25,10.46,2.85,2.35,2022-10-08
7952,Sólido,2607.9,9.85,2.43,1.29,2023-12-12
7953,Sólido,5260.13,2.51,1.34,0.66,2021-11-21
7954,Sólido,8476.13,1.25,2.39,2.28,2023-07-09
7955,Granel,9635.17,14.94,1.49,0.95,2024-03-13
7956,Perecível,3061.2,9.07,1.88,3.92,2023-02-05
7957,Sólido,3346.34,9.66,2.94,3.53,2023-01-28
7958,Sólido,4225.6,7.6,2.98,2.06,2021-07-23
7959,Granel,6889.21,13.02,2.32,1.02,2021-05-15
7960,Perigoso,6841.65,10.16,2.43,1.72,2022-10-25
7961,Perigoso,7896.34,2.02,0.59,3.87,2021-04-17
7962,Líquido,1717.93,14.67,1.27,1.14,2025-05-11
7963,Frágil,8458.53,14.71,1.69,2.38,2021-12-15
7964,Granel,2568.5,9.86,1.02,3.1,2023-05-10
7965,Sólido,7996.07,13.99,2.46,3.46,2022-06-25
7966,Perecível,1946.47,9.32,2.09,1.02,2025-05-28
7967,Sólido,8623.86,7.72,1.02,2.7,2025-01-04
7968,Granel,794.94,11.74,2.49,1.68,2024-06-06
7969,Perigoso,3826.91,11.37,2.1,2.2,2022-10-24
7970,Líquido,7940.71,2.16,0.62,1.27,2023-12-11
7971,Perecível,6916.37,9.21,1.37,0.51,2025-01-21
7972,Perigoso,9988.28,2.46,1.79,0.6,2023-11-28
7973,Frágil,1185.19,4.41,0.96,3.3,2022-04-07
7974,Perecível,9307.14,6.59,2.58,1.21,2022-11-17
7975,Frágil,987.52,13.04,0.99,1.09,2021-05-14
7976,Perecível,1747.33,0.63,1.34,3.7,2021-04-11
7977,Frágil,5881.31,4.52,0.73,1.56,2021-05-08
7978,Frágil,4460.77,12.49,2.79,0.77,2022-06-30
7979,Frágil,4469.46,13.29,2.42,1.97,2023-09-18
7980,Perecível,7252.69,3.96,1.34,2.9,2024-11-26
7981,Frágil,2803.23,14.53,0.69,1.08,2021-03-29
7982,Perecível,2287.09,9.28,0.89,1.72,2020-08-12
7983,Líquido,7065.28,11.94,1.99,1.14,2022-01-16
7984,Líquido,32.79,10.13,2.61,0.61,2023-11-09
7985,Frágil,1680.57,8.82,2.72,3.13,2024-06-23
7986,Perigoso,1085.29,4.66,2.28,2.09,2024-02-26
7987,Frágil,4026.88,7.91,2.43,2.78,2022-10-24
7988,Sólido,5684.17,7.41,1.1,2.12,2024-12-31
7989,Perecível,1888.48,14.71,0.77,3.23,2023-03-28
7990,Granel,7057.69,12.57,1.74,2.36,2020-12-07
7991,Granel,4122.03,6.28,1.26,2.82,2021-09-25
7992,Perecível,3957.74,8.09,2.49,1.41,2021-02-04
7993,Perecível,5817.48,5.5,1.71,2.28,2023-12-17
7994,Frágil,4787.21,10.28,1.14,1.77,2024-06-17
7995,Frágil,828.64,2.07,0.88,2.27,2023-12-20
7996,Perigoso,4873.0,14.45,2.95,1.96,2021-03-14
7997,Granel,5133.41,3.23,2.75,2.25,2023-05-13
7998,Frágil,7566.46,8.03,2.68,1.67,2021-12-19
7999,Perecível,6202.94,7.06,1.71,2.9,2024-12-22
8000,Frágil,2932.1,4.23,2.25,2.44,2021-01-30
8001,Frágil,4645.72,11.59,2.08,1.42,2021-04-17
8002,Líquido,9242.17,10.7,1.67,0.56,2022-07-11
8003,Perigoso,1670.87,5.59,1.25,3.31,2022-12-17
8004,Granel,2401.7,8.04,1.46,1.05,2021-10-27
8005,Perecível,811.3,8.64,0.71,2.05,2024-05-03
8006,Frágil,8150.5,12.95,1.13,3.78,2022-05-05
8007,Líquido,4168.25,8.3,1.44,1.1,2023-05-25
8008,Granel,4448.83,11.84,0.61,1.97,2025-01-31
8009,Sólido,3139.71,11.81,0.86,0.94,2023-08-10
8010,Líquido,1352.38,7.02,1.24,1.21,2023-06-23
8011,Frágil,3932.01,3.61,1.03,2.04,2021-02-08
8012,Frágil,4488.54,11.64,1.18,2.99,2021-06-24
8013,Frágil,9342.43,0.64,2.26,1.86,2025-01-18
8014,Líquido,2179.18,14.93,2.84,1.68,2021-09-12
8015,Perecível,1401.7,13.1,1.73,0.92,2024-06-01
8016,Perigoso,3938.29,8.14,1.94,1.81,2023-03-05
8017,Sólido,814.47,12.52,2.26,0.51,2024-02-25
8018,Granel,8935.96,2.11,2.18,1.03,2025-02-08
8019,Perecível,6909.65,1.75,1.28,0.93,2024-08-14
8020,Sólido,674.72,9.63,1.82,3.47,2022-11-05
8021,Líquido,3358.86,14.6,2.55,3.05,2020-08-25
8022,Granel,6013.11,9.66,1.96,1.44,2021-02-21
8023,Frágil,6475.88,2.68,2.16,1.26,2024-03-28
8024,Perecível,9834.53,5.39,0.62,3.53,2021-08-14
8025,Frágil,4949.48,12.95,0.52,3.69,2022-05-18
8026,Frágil,5551.15,9.3,1.43,3.73,2021-07-17
8027,Perecível,62.9,7.94,0.94,3.6,2023-09-10
8028,Líquido,6487.51,9.23,2.65,0.96,2023-03-25
8029,Granel,7854.48,7.31,0.81,1.17,2021-01-06
8030,Líquido,7283.55,9.58,1.69,3.72,2022-05-19
8031,Líquido,1457.36,0.55,0.87,2.77,2024-04-23
8032,Frágil,3489.72,13.71,1.06,2.45,2024-01-11
8033,Líquido,2336.49,11.34,0.61,1.94,2023-06-21
8034,Sólido,6263.72,1.45,2.17,1.41,2021-10-25
8035,Perigoso,5457.61,14.94,2.27,0.58,2024-09-30
8036,Líquido,4358.35,6.28,1.82,2.01,2024-05-22
8037,Frágil,6402.96,12.43,0.61,0.69,2024-03-24
8038,Frágil,2531.34,12.56,2.76,3.69,2022-11-18
8039,Líquido,4231.68,4.16,0.74,1.04,2021-10-28
8040,Sólido,6919.9,7.38,1.66,0.72,2020-10-12
8041,Granel,1992.1,4.94,1.85,3.48,2022-09-30
8042,Granel,4298.72,10.17,1.6,3.92,2020-06-21
8043,Líquido,8193.53,11.93,1.22,3.41,2025-05-13
8044,Perecível,1723.76,14.71,1.82,1.43,2024-09-02
8045,Frágil,4571.01,6.22,1.19,3.43,2022-05-27
8046,Perigoso,3565.79,1.48,0.88,1.77,2024-03-06
8047,Perecível,2088.57,11.25,1.28,0.79,2024-10-04
8048,Líquido,3805.78,3.53,1.05,2.31,2022-09-24
8049,Líquido,7782.06,11.38,1.58,1.2,2024-07-21
8050,Perigoso,3830.42,11.08,2.85,2.37,2024-12-04
8051,Perecível,4565.45,8.44,1.8,1.14,2024-03-04
8052,Perecível,4320.35,10.15,1.71,2.46,2022-11-25
8053,Sólido,8183.75,9.93,0.6,0.9,2023-03-21
8054,Frágil,3176.55,13.16,2.23,0.79,2023-03-27
8055,Perecível,3573.24,13.88,1.57,0.89,2022-07-22
8056,Frágil,5440.12,12.5,2.9,2.96,2021-01-25
8057,Líquido,6339.04,6.12,1.53,2.64,2022-08-01
8058,Frágil,1111.2,8.03,0.57,0.68,2023-04-10
8059,Perigoso,495.38,0.92,0.9,0.82,2021-08-09
8060,Granel,9672.33,3.96,1.64,2.41,2025-06-05
8061,Sólido,3227.52,12.39,0.97,3.82,2020-12-18
8062,Líquido,8645.44,1.17,2.37,2.87,2021-08-28
8063,Líquido,3404.4,1.66,1.31,3.25,2020-07-23
8064,Perigoso,1274.3,11.26,1.8,2.05,2022-04-07
8065,Líquido,1310.73,5.66,1.11,3.92,2024-09-14
8066,Perigoso,2091.86,14.64,2.85,1.3,2024-02-19
8067,Frágil,5691.05,4.44,0.61,1.35,2022-07-03
8068,Perigoso,7785.37,4.69,2.58,3.06,2023-02-01
8069,Granel,2197.14,7.56,1.32,3.62,2022-04-06
8070,Perigoso,2270.92,7.93,2.45,1.09,2020-09-16
8071,Perigoso,173.34,4.88,1.26,1.83,2024-05-15
8072,Frágil,674.83,3.79,1.69,3.68,2021-04-03
8073,Líquido,2859.68,5.53,2.63,3.75,2025-01-29
8074,Granel,5684.24,11.58,0.67,1.91,2024-12-17
8075,Frágil,1228.29,11.1,2.32,2.64,2020-11-11
8076,Granel,4572.35,6.34,1.65,2.18,2023-07-16
8077,Granel,6827.36,12.19,2.5,1.37,2021-08-15
8078,Perecível,1533.3,14.55,2.68,2.18,2024-03-10
8079,Frágil,317.68,8.03,2.19,3.02,2021-05-05
8080,Frágil,3541.94,11.05,1.35,3.83,2021-02-06
8081,Perigoso,3141.76,9.72,0.72,0.94,2021-01-12
8082,Frágil,169.87,5.66,0.79,1.61,2020-10-11
8083,Perecível,1598.26,3.65,1.82,2.44,2023-02-24
8084,Granel,8592.12,14.72,2.86,1.0,2025-04-03
8085,Sólido,4693.75,5.28,1.46,1.75,2023-05-09
8086,Granel,6457.87,3.54,0.98,1.07,2022-11-05
8087,Sólido,7637.49,5.27,1.6,2.6,2020-07-11
8088,Líquido,3452.74,13.36,2.98,2.98,2022-12-12
8089,Sólido,6372.16,13.61,1.22,3.15,2022-01-19
8090,Frágil,9579.27,0.58,0.64,2.46,2021-05-16
8091,Líquido,7280.92,0.84,2.85,0.57,2021-05-20
8092,Sólido,2327.37,3.83,1.11,0.62,2023-02-09
8093,Líquido,9569.22,14.04,2.86,3.92,2025-03-16
8094,Sólido,3525.64,10.31,1.09,3.94,2022-08-11
8095,Sólido,4554.72,13.66,2.61,1.93,2024-07-31
8096,Líquido,6623.67,11.33,1.59,3.65,2025-03-10
8097,Perigoso,5800.73,11.92,2.02,3.08,2023-08-18
8098,Granel,8557.84,1.49,2.23,2.94,2024-02-15
8099,Perigoso,177.06,1.67,2.94,2.73,2022-10-25
8100,Granel,8569.32,13.69,1.87,3.01,2025-03-02
8101,Líquido,6832.29,12.51,0.94,0.55,2020-12-28
8102,Líquido,7788.29,13.62,2.96,1.57,2023-01-24
8103,Frágil,1400.11,12.03,0.91,2.17,2024-06-03
8104,Líquido,5430.05,8.4,2.36,0.73,2022-09-07
8105,Sólido,7885.03,0.55,0.69,2.32,2021-02-14
8106,Perecível,6031.01,8.1,2.22,2.13,2020-10-20
8107,Sólido,5152.6,12.58,2.29,1.73,2023-02-18
8108,Granel,1299.87,4.36,2.14,1.62,2023-10-02
8109,Líquido,8619.8,3.44,0.52,0.74,2024-12-26
8110,Líquido,9553.87,4.77,2.35,2.99,2023-10-20
8111,Líquido,8386.38,10.99,1.29,1.05,2025-03-10
8112,Granel,1119.54,4.39,2.24,2.24,2024-10-11
8113,Frágil,3195.22,6.59,1.26,1.12,2020-07-29
8114,Frágil,9050.69,8.9,2.44,3.74,2022-10-24
8115,Frágil,4875.13,11.56,2.81,2.17,2024-07-25
8116,Sólido,211.25,4.61,1.91,0.81,2021-03-11
8117,Sólido,4136.13,5.36,2.05,1.02,2023-04-29
8118,Granel,5411.79,11.16,1.07,1.08,2024-03-23
8119,Granel,2030.87,6.35,0.91,3.94,2024-11-10
8120,Líquido,210.37,4.06,2.56,2.69,2025-04-07
8121,Perecível,256.79,10.34,0.81,2.29,2021-11-19
8122,Sólido,7002.11,3.0,0.65,1.25,2022-07-19
8123,Granel,4491.51,6.43,0.66,2.65,2025-01-27
8124,Frágil,8146.1,7.34,1.63,1.58,2023-11-14
8125,Perecível,4350.19,4.93,2.75,2.85,2021-12-27
8126,Perecível,5193.59,5.89,1.98,3.74,2023-05-29
8127,Líquido,7170.05,7.88,1.54,2.11,2020-10-08
8128,Granel,6854.01,3.65,1.42,3.41,2020-11-05
8129,Granel,7841.41,9.85,1.06,2.75,2023-11-15
8130,Perecível,8828.76,9.73,2.87,3.26,2023-06-09
8131,Líquido,8092.31,5.06,2.01,2.76,2022-07-16
8132,Líquido,8589.34,12.2,2.85,0.7,2021-10-25
8133,Perecível,7574.71,2.23,1.26,3.15,2024-02-20
8134,Líquido,8718.55,6.78,0.9,2.9,2021-04-19
8135,Líquido,7176.34,3.5,2.41,2.57,2020-12-10
8136,Frágil,5956.85,7.31,1.24,1.78,2024-02-03
8137,Perigoso,8014.37,13.85,2.63,2.39,2021-02-23
8138,Sólido,4800.32,8.98,1.7,2.95,2024-01-28
8139,Frágil,887.84,2.79,1.67,0.8,2021-06-18
8140,Sólido,32.81,14.49,1.26,1.2,2024-12-06
8141,Granel,502.92,11.28,2.13,3.19,2024-12-15
8142,Líquido,1796.32,4.36,0.71,2.29,2025-06-04
8143,Perigoso,7895.23,2.72,2.04,0.61,2025-03-03
8144,Líquido,2424.27,7.73,1.76,2.93,2022-03-14
8145,Perigoso,3155.28,9.09,1.49,1.08,2021-08-22
8146,Perecível,7837.92,14.19,2.16,2.83,2024-11-27
8147,Granel,6573.89,13.94,1.11,3.22,2025-03-23
8148,Granel,1966.38,2.13,1.43,3.98,2024-05-02
8149,Perigoso,4509.65,10.39,2.84,0.75,2022-10-18
8150,Perigoso,1642.31,10.77,1.51,3.19,2022-12-14
8151,Frágil,3380.59,9.5,2.9,1.02,2024-07-31
8152,Perecível,4506.36,4.68,0.96,3.39,2023-04-04
8153,Líquido,7570.73,7.73,2.82,0.65,2022-07-16
8154,Granel,9456.92,7.22,0.95,2.82,2024-04-04
8155,Frágil,957.7,10.74,0.67,3.04,2021-03-28
8156,Perecível,4320.33,11.18,2.9,1.98,2023-06-19
8157,Sólido,2472.69,4.14,2.51,1.38,2024-06-07
8158,Frágil,4856.48,1.02,2.78,2.73,2023-03-06
8159,Perecível,6451.51,3.95,1.02,3.66,2022-06-15
8160,Líquido,2748.73,7.52,2.44,0.99,2024-05-11
8161,Perigoso,4642.02,3.14,1.91,3.09,2021-07-05
8162,Granel,9228.31,12.78,1.16,1.63,2021-09-16
8163,Perecível,8860.91,8.4,0.91,2.55,2022-04-14
8164,Líquido,8030.79,10.24,2.77,2.93,2021-06-30
8165,Sólido,9203.07,14.98,1.05,1.11,2023-09-19
8166,Sólido,2069.56,3.85,2.75,2.49,2022-09-06
8167,Frágil,3508.91,11.64,1.89,3.51,2022-06-14
8168,Perigoso,4307.66,13.49,2.56,2.7,2024-11-08
8169,Perigoso,195.09,10.66,1.85,3.34,2021-11-22
8170,Frágil,2461.59,9.7,0.78,2.16,2023-05-13
8171,Granel,1275.49,3.79,2.34,3.38,2022-06-10
8172,Perecível,1796.55,7.25,1.14,2.08,2023-07-10
8173,Perecível,7395.64,11.84,1.78,0.98,2024-05-17
8174,Líquido,5575.06,9.77,0.59,2.41,2021-03-10
8175,Perigoso,864.63,13.93,2.26,2.4,2024-09-23
8176,Perecível,6219.75,9.3,1.68,1.49,2024-07-22
8177,Sólido,9350.26,8.29,1.12,3.11,2021-08-14
8178,Perecível,8231.27,9.91,2.88,3.64,2021-05-20
8179,Sólido,8101.5,12.29,1.62,2.79,2020-08-07
8180,Frágil,6144.82,3.09,2.26,1.95,2023-09-30
8181,Líquido,3608.85,6.57,2.07,2.44,2022-05-04
8182,Perigoso,9834.31,1.91,2.44,2.85,2021-07-03
8183,Sólido,2455.79,10.57,1.78,1.73,2024-08-06
8184,Líquido,993.97,9.65,1.92,1.8,2022-03-20
8185,Perigoso,8486.03,13.18,2.77,3.22,2024-03-19
8186,Granel,998.02,14.02,2.64,0.71,2023-05-12
8187,Líquido,7539.47,10.37,0.87,2.96,2022-04-27
8188,Frágil,2873.42,12.73,2.48,3.08,2021-04-21
8189,Perigoso,2459.04,10.87,3.0,1.05,2021-08-26
8190,Frágil,6363.32,4.17,2.74,3.11,2023-10-06
8191,Granel,4058.94,14.08,2.59,2.92,2023-07-15
8192,Sólido,7475.99,2.63,0.76,0.66,2020-08-28
8193,Frágil,9225.89,7.48,0.68,3.73,2022-08-14
8194,Perecível,5262.62,5.55,1.87,3.09,2022-10-26
8195,Sólido,6630.48,4.79,2.71,3.54,2023-02-22
8196,Perecível,4276.09,4.87,2.94,0.59,2020-10-15
8197,Líquido,1041.42,7.09,1.49,2.39,2024-11-15
8198,Sólido,6301.81,5.22,0.99,2.16,2024-07-25
8199,Perigoso,8785.36,8.97,1.45,3.88,2024-08-17
8200,Sólido,3715.31,14.06,0.9,3.59,2023-10-07
8201,Frágil,4489.43,5.56,1.05,1.73,2023-10-27
8202,Frágil,3595.45,13.04,0.96,2.32,2023-12-15
8203,Perigoso,9268.8,2.51,1.58,1.46,2022-01-18
8204,Perigoso,6443.77,5.85,1.18,0.98,2023-09-15
8205,Perigoso,4886.94,5.18,1.78,1.63,2024-06-11
8206,Perigoso,5619.95,2.47,1.12,0.68,2023-09-20
8207,Sólido,2393.61,2.71,1.08,2.76,2024-11-13
8208,Perecível,6773.89,13.98,2.16,3.96,2023-07-27
8209,Perigoso,9041.76,3.92,0.66,3.93,2022-08-17
8210,Perigoso,7452.91,3.36,0.9,1.53,2020-09-13
8211,Sólido,8175.89,10.23,1.41,0.98,2025-03-06
8212,Perecível,4167.7,6.6,2.16,1.56,2020-11-29
8213,Sólido,5511.22,7.38,0.89,1.21,2023-07-22
8214,Sólido,247.86,5.29,1.8,3.96,2023-08-21
8215,Frágil,3796.04,10.98,2.55,2.16,2025-03-08
8216,Granel,8769.23,4.34,0.63,2.0,2023-02-05
8217,Perecível,534.03,13.69,2.73,0.53,2021-03-06
8218,Perigoso,874.86,9.81,0.83,0.86,2021-06-09
8219,Granel,6299.58,5.73,0.63,3.48,2024-12-26
8220,Granel,8021.76,14.32,0.52,2.25,2024-05-13
8221,Líquido,3531.9,10.78,0.71,1.56,2022-06-19
8222,Perecível,4179.6,1.77,2.55,1.3,2022-09-09
8223,Líquido,6802.37,12.27,1.76,1.73,2023-07-07
8224,Granel,2197.55,4.16,1.81,1.12,2021-06-14
8225,Frágil,3023.96,7.93,2.61,2.4,2021-01-13
8226,Líquido,4494.23,12.12,2.42,1.48,2021-04-21
8227,Líquido,8064.57,14.99,0.6,3.59,2022-03-24
8228,Granel,8799.46,1.65,0.64,4.0,2021-10-11
8229,Sólido,2809.42,7.74,0.9,2.65,2022-11-02
8230,Perecível,3094.09,14.19,1.73,1.17,2024-02-27
8231,Sólido,9873.31,11.47,2.7,3.59,2022-05-27
8232,Granel,6878.52,10.86,1.39,2.26,2021-09-28
8233,Perecível,9729.31,14.86,0.91,1.79,2023-10-08
8234,Granel,3535.23,9.73,2.61,1.51,2024-11-13
8235,Perigoso,3756.87,3.15,0.85,3.32,2022-04-24
8236,Sólido,7593.75,11.19,1.2,1.47,2021-06-08
8237,Perigoso,671.91,8.28,2.39,3.6,2021-08-02
8238,Sólido,5175.96,2.95,2.07,2.46,2024-06-02
8239,Líquido,1540.74,11.93,2.2,0.84,2020-09-27
8240,Perigoso,8446.47,7.99,1.0,2.34,2022-08-10
8241,Sólido,9541.16,11.61,2.4,1.97,2024-05-30
8242,Líquido,520.09,11.55,1.9,2.55,2024-06-14
8243,Perigoso,4187.75,13.95,0.72,1.49,2024-04-01
8244,Perigoso,7969.77,4.65,2.02,1.68,2023-10-01
8245,Sólido,312.3,12.8,1.61,2.46,2024-09-01
